招商银行	356885	16
招商银行	356886	16
招商银行	356887	16
招商银行	356888	16
招商银行	356890	16
招商银行	402658	16
招商银行	410062	16
招商银行	439188	16
招商银行	439227	16
招商银行	468203	16
招商银行	479228	16
招商银行	479229	16
招商银行	512425	16
招商银行	521302	16
招商银行	524011	16
招商银行	356889	16
招商银行	545620	16
招商银行	545621	16
招商银行	545947	16
招商银行	545948	16
招商银行	552534	16
招商银行	552587	16
招商银行	622575	16
招商银行	622576	16
招商银行	622577	16
招商银行	622578	16
招商银行	622579	16
招商银行	622580	16
招商银行	545619	16
招商银行	622581	16
招商银行	622582	16
招商银行	622588	16
招商银行	622598	16
招商银行	622609	16
招商银行	690755	18
招商银行	690755	18
招商银行	95555	16
招商银行	545623	16
招商银行	621286	16
招商银行	620520	19
招商银行	621483	16
招商银行	621485	16
招商银行	621486	16
招商银行	370285	15
招商银行	370286	15
招商银行	370287	15
招商银行	370289	15
招商银行	439225	16
招商银行	518710	16
招商银行	518718	16
招商银行	628362	16
招商银行	439226	16
招商银行	628262	16
招商银行	621299	16
